phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts,source_phase,series_id,display_label,evaluation_variant,source_kind,source_name,source_csv,policy_folder
train,epsilon,Epsilon Greedy,3,0,3,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,20.427175105158994,20.427175105158994,91,collision,True,True,False,False,False,False,collision,True,91,0.8458389430015814,0.8362768620000001,0.2234553662793977,0.0,0.0,91,28,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 76, ""epsilon_random"": 15}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,1,4,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,-6.738476620602519,-6.738476620602519,70,out_of_road,False,False,False,True,False,False,collision,False,70,0.6588286299956962,0.6526673480000005,0.4480316480355603,0.0,0.0,161,98,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 58, ""epsilon_random"": 12}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,2,5,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,17.52510802761745,17.52510802761745,81,collision,True,False,True,True,False,False,collision,True,81,0.8480937230051495,0.8420680159999998,0.666788081879969,0.0,0.0,242,179,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 62, ""epsilon_random"": 19}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,3,6,332d9ddb91a1d9e6ed2c8f4c0af12d0287ced9ed60fc8141444abb1578736d90,12.114857192307689,12.114857192307689,76,collision,True,True,False,False,False,False,collision,True,76,0.6587481150054373,0.6512867930000006,0.6362098834820484,0.0,0.0,318,255,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 67, ""epsilon_random"": 9}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,4,7,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-46.37088327858343,-46.37088327858343,59,out_of_road,False,False,False,True,False,False,collision,False,59,0.3961426979949465,0.3909416419999996,0.635812091877905,0.0,0.0,377,314,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 43, ""epsilon_random"": 16}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,5,8,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,8.896061676498192,8.896061676498192,87,collision,True,True,False,False,False,False,collision,True,87,0.6719500619947212,0.6611946570000011,0.6393670791695858,0.0,0.0,464,401,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 71, ""epsilon_random"": 16}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,6,9,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,26.96021893651418,26.96021893651418,129,out_of_road,False,False,False,True,False,False,collision,False,129,1.2882712249993349,1.270040226999999,0.6552871376160503,0.0,0.0,593,530,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 98, ""epsilon_random"": 31}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,7,10,3931a3791585fa95aa138206dc25e7daea9e1be61370ddb6f62b4aa6856102eb,25.32444168062177,25.32444168062177,81,collision,True,True,False,False,False,False,collision,True,81,0.7195979499956593,0.7073616129999998,0.7042181811950825,0.0,0.0,674,611,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 68, ""epsilon_random"": 13}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,8,11,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,-7.150851169107419,-7.150851169107419,67,out_of_road,False,False,False,True,False,False,collision,False,67,0.6243088010087376,0.6142864839999991,0.7267487745231657,0.0,0.0,741,678,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 56, ""epsilon_random"": 11}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,3,9,12,7987706ce411bbc850f8b77eb1c36aba6e88c1134345f1c4f46936d305cacdc2,-3.475853194246639,-3.475853194246639,77,collision,True,True,False,False,False,False,collision,True,77,0.6730408690054901,0.6610625509999988,0.7024048712927026,0.0,0.0,818,755,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 62, ""epsilon_random"": 15}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_3/epsilon/all_episode_results.csv,
