phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts
train,noisy,NoisyNet DQN,38,0,38,9b6895fc8a505a2e77e9b4cb24a9c9e463072d578279b604d22aa0c87e65f28e,-49.95,-49.95,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.6168861277401447,0.6167936500000906,0.0,0.0,0.0,2,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,1,39,f0bbd3cfb1d03e99cedee7b5f1d2724548b2f7b2a78d9e279a422cdcf9ae2898,-49.95,-49.95,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5845299032516778,0.5843534389998695,0.0,0.0,0.0,4,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,2,40,1482110c5fe46ae50d020a25b853f61a5b03b1a1d7dd7b09ed333c7fc329e300,-50.0,-50.0,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5631875419057906,0.5630876899999748,0.0,0.0,0.0,6,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,3,41,ab75af8655dfc80a9db9392ad09460fc62a447df8e453ee13653632d97acfcc3,-50.0,-50.0,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5962397241964936,0.5961193089999597,0.0,0.0,0.0,8,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,4,42,4b3e58c94cbbe73f3e8ea874235e4776e22a63e9b3ad881cbdb284f37779310a,-49.5,-49.5,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5737270321696997,0.5739287789999707,0.0,0.0,0.0,10,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,5,43,25743ff443db26b3d34e747384b9438b30880d1abd9ad35b68ef13fcc4cb2ce6,-50.0,-50.0,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5621795319020748,0.5620179400000325,0.0,0.0,0.0,12,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,6,44,d41105de7999b4d03a44cc1552bddaa06b0b0a378a2c6eb4ef3797efd44b1c12,-50.0,-50.0,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5720143532380462,0.5718046889999187,0.0,0.0,0.0,14,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,7,45,a7b5fb087571b2bbfb12f94a3196b873e92ce9fe55e3d66aa46952131045752c,-50.0,-50.0,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5758775533176959,0.5757232800001475,0.0,0.0,0.0,16,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 2}"
train,noisy,NoisyNet DQN,38,8,46,ea23cc65e635b23b5c74d13bd9358f13002d981d74c916e3e0fb7f01b8d56fac,-50.0,-50.0,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.3007938349619508,0.3006940200000372,0.0,0.0,0.0,17,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 1}"
train,noisy,NoisyNet DQN,38,9,47,fcbad9b75d7559db1f0574291a6c86172ab7fbfb57bdd7d474abb070d5e45bbc,-48.95,-48.95,4,out_of_road,False,False,False,True,False,False,collision,False,4,1.1262243119999766,1.1259014590000334,0.0,0.0,0.0,21,0,0.0,0.0,0.5,False,,"{""noisy_argmax"": 4}"
