phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts
train,rnd,DQN + RND,73,0,73,d017dc1f9f57b0060c30934251859f310901d4d80d1c35daf2bfaf2094305add,-49.95,-49.94969884047285,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5841572326608002,0.5837640189997728,0.0,0.015057976357638836,0.00015057976357638837,2,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1, ""epsilon_random"": 1}"
train,rnd,DQN + RND,73,1,74,69b3a13d3be1cc7e8965b0ebe565e830f3afa31e3b5f376128080713a155c6ce,-50.0,-49.98631648937308,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.29210269683972,0.2920437799998581,0.0,0.008992365561425686,0.013683510626921,3,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,73,2,75,ebb28b0a4513b06ba1298879ac12c8202cddf959737ce69bdcfed065edf10977,-50.0,-49.97152800567137,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.29645248176530004,0.2963700689997495,0.0,0.01656702347099781,0.02847199432863098,4,0,0.2,0.01,0.0,False,,"{""epsilon_random"": 1}"
train,rnd,DQN + RND,73,3,76,c5f4878a832d80dd9041010a9701681d646317a30a0fa328702ce4ca5b62006d,-49.949999999999996,-49.91713998226706,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5748081686906517,0.5747098599999845,0.0,0.008306358475238085,0.01643000886647016,6,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1, ""epsilon_random"": 1}"
train,rnd,DQN + RND,73,4,77,d365dc203475247cf2b7a4dab55df4c72ca6b590a4b07f261bf7a91a7517b7e8,-50.0,-49.982951488893455,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.3009436880238354,0.3007379000000583,0.0,0.00831969827413559,0.01704851110654267,7,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,73,5,78,f7a75f6d3208fb15ded7c464c411b4f30df824a691f620338910dd5b748cc1e6,-49.95,-49.89345740097009,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5812163138762116,0.5809393190002083,0.0,0.012777603231370449,0.028271299514956036,9,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,6,79,e7c5cbd8870d88f571e6f7a8d058a9b9b438fb55560252fffae29ffaaa2ad07d,-50.0,-49.983213496838985,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.2993036899715662,0.29920953999999256,0.0,0.007695579901337624,0.01678650316101204,10,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,73,7,80,4f21fd70bd290577481c19cb60490e4b981f2bebbd7524a8be4698cf977f30d6,-49.95,-49.89382284674452,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5602806298993528,0.5599998090001463,0.0,0.012407318223267794,0.02808857662773779,12,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,8,81,5f6e1d98a90f75b10572ea00aea3f8d6b3053d9f31128f41c270e8f00738cdc4,-50.0,-49.983687758742334,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.29965099412947893,0.2995586199999707,0.0,0.007224113680422306,0.01631224125766837,13,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,73,9,82,37b4556f0139b9a4add554742c2ad21bc8b188e4dc6422273344e1605ce98785,-49.95,-49.89981728755658,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5826827678829432,0.5825800400002663,0.0,0.010981285013258457,0.025091356221709583,15,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,10,83,e3c12ae61e8b3af60aaedbc5db2e403849558f79dae15bd641f52d8ca91086eb,-49.95,-49.89977601628023,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5623169005848467,0.5621497289998842,0.0,0.01075212680734694,0.025111991859885087,17,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,11,84,681bc729124cdbe921d3c764fdb2f85176b8cac8b8e861cd692bd546629fe55a,-50.0,-49.9528165616263,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5552203780971467,0.5550376989999677,0.0,0.00989221315830946,0.023591719186850574,19,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,12,85,1a3e8a07c30b092b503099ef548930aad679dda7152da4ad2fbd057cdd5aede9,-49.95,-49.90248671650147,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5595119330100715,0.5593660599997747,0.0,0.00972030684351921,0.0237566417492655,21,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,13,86,f5d0afe0fce84beb4d68366baa11d6447359bce1ddfacb74587ad0312ae809cb,-49.95,-49.90333207225225,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5572104081511497,0.5570380990002377,0.0,0.009332838002592325,0.023333963873875988,23,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,14,87,ff9e5e612979a37f16416824b416a9b552671069262cca9d6b34decaf928f5d1,-50.0,-49.960973168802845,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5522625991143286,0.5521232199998849,0.0,0.007665403885766864,0.019513415598579546,25,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1, ""epsilon_random"": 1}"
train,rnd,DQN + RND,73,15,88,460408bb5cbbf8e965e9c8b1abd8c302249093fa192cc6420cd069d9d670723a,-50.0,-49.972038439024836,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.550970084965229,0.5507330289997299,0.0,0.005426870658993721,0.013980780487580767,27,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1, ""epsilon_random"": 1}"
train,rnd,DQN + RND,73,16,89,c12e3a2a05cbd71ed31cfd90e5fa6187615427c078aecb77f6288ff0fe5a7fbf,-49.95,-49.90906245260234,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5509440349414945,0.5510139900002287,0.0,0.008102503139525652,0.02046877369882881,29,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,17,90,7608e010784a002bc334553954542298f0942f49afc334823a70f66d3ff18399,-50.0,-49.97462803633491,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5667911861091852,0.5667108389998248,0.0,0.004947872832417488,0.012685981832542655,31,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1, ""epsilon_random"": 1}"
train,rnd,DQN + RND,73,18,91,78dbd1229c114d910bc2941a7f72501ae19d43c38154e1e32182ea3ab587ed36,-49.95,-49.91197238629475,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5586606836877763,0.5585387400001309,0.0,0.00753571605309844,0.019013806852627255,33,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
train,rnd,DQN + RND,73,19,92,367ff5dcd77ed48e5a49d356f296bcf7fb25b48dda3a5c177660915e4f3f96cd,-50.0,-49.96682253634767,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5459848339669406,0.5458287890000975,0.0,0.006495552137494087,0.016588731826165194,35,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2}"
