phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts
train,rnd,DQN + RND,3,0,3,54db7df4d5db2da8757bce1706f225e2c90f67c9073571422018ed87cfa202ed,-49.95,-49.89981577205472,3,out_of_road,False,False,False,True,False,False,collision,False,3,0.844425733666867,0.8441891190000206,0.0,0.011264542738596598,0.016728075981761018,3,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 3}"
train,rnd,DQN + RND,3,1,4,b2176eead33ceedacec02ecd7cb8a62f5322045e3b3e12c93111ebf90208501b,-49.95,-49.865328222787014,3,out_of_road,False,False,False,True,False,False,collision,False,3,0.8432721509598196,0.8430658990000666,0.0,0.010163533190886179,0.028223925737662248,6,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 3}"
train,rnd,DQN + RND,3,2,5,6b0389bf40efd8675c5fceb9df6fe22bf8b95c668cc96dd0f601276f7e7f94be,-49.95,-49.86068814743164,3,out_of_road,False,False,False,True,False,False,collision,False,3,0.8307220190763474,0.8305055000000721,0.0,0.00990507984533906,0.02977061752278874,9,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 3}"
train,rnd,DQN + RND,3,3,6,6a26cb24c1b5e616529a9096baa3ab6efa2b9a0bd89c71aaff123342b3d5f728,-50.0,-49.98036497225627,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.28569601895287633,0.2856130390000544,0.0,0.006153657101094723,0.01963502774373076,10,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,3,4,7,87f6ed67b6da8c576a630513d1cebf1177df1c8aaca664654f11fe3cbfac4d8d,-50.0,-49.96267979375723,2,out_of_road,False,False,False,True,False,False,collision,False,2,0.5693203657865524,0.5691252500000701,0.0,0.006119830999523401,0.018660103121386606,12,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1, ""epsilon_random"": 1}"
train,rnd,DQN + RND,3,5,8,30582c1d22d6bdfafdf7819d468ac07b292d231a6c0275a8ba388df43994cb72,-49.95,-49.867544094221174,3,out_of_road,False,False,False,True,False,False,collision,False,3,0.846144222188741,0.8460356990003675,0.0,0.008881337319811186,0.027485301926275324,15,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 3}"
train,rnd,DQN + RND,3,6,9,a01d19c451b2996b49f91d66e4e7328a4f9c8e039d6a30d40328a92536b22057,-50.0,-49.98249863024917,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.2879697922617197,0.2878903000000719,0.0,0.0054120165295898914,0.017501369750828437,16,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,3,7,10,7989a820cdee78449cb9aa05db0972dcf9a7cdef66ebc2ed050c2f6feef3c21b,-49.95,-49.893524157087064,3,out_of_road,False,False,False,True,False,False,collision,False,3,0.8256357363425195,0.8254638389998945,0.0,0.005940880160778761,0.01882528097097735,19,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 2, ""epsilon_random"": 1}"
train,rnd,DQN + RND,3,8,11,243a1d50e0b4319276b173144f6b4ffa1613877e7ecfc57123d1e7414d43caae,-50.0,-49.98256832240957,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.29294976498931646,0.2928976500002136,0.0,0.005423062946647406,0.01743167759043202,20,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
train,rnd,DQN + RND,3,9,12,4d625dcc58ba831aefcf750db48e3f5ea7c4a9dfb5c887a66aa9a894076762cd,-50.0,-49.9832698244704,1,out_of_road,False,False,False,True,False,False,collision,False,1,0.29305096715688705,0.2929950900002041,0.0,0.005198515020310879,0.016730175529602067,21,0,0.2,0.01,0.0,False,,"{""epsilon_argmax"": 1}"
