episode,cumulative_pools_created
168,1
169,2
169,3
170,4
170,5
170,6
170,7
170,8
170,9
170,10
170,11
170,12
170,13
171,14
171,15
171,16
171,17
171,18
171,19
171,20
171,21
171,22
171,23
171,24
171,25
171,26
171,27
171,28
171,29
172,30
172,31
172,32
172,33
173,34
173,35
173,36
173,37
173,38
173,39
173,40
173,41
173,42
173,43
173,44
173,45
173,46
175,47
175,48
175,49
176,50
176,51
177,52
177,53
178,54
178,55
178,56
178,57
179,58
179,59
179,60
179,61
179,62
180,63
180,64
180,65
180,66
180,67
180,68
181,69
182,70
182,71
182,72
182,73
182,74
182,75
182,76
182,77
182,78
182,79
182,80
182,81
182,82
182,83
183,84
183,85
183,86
183,87
183,88
183,89
183,90
184,91
184,92
184,93
184,94
184,95
184,96
184,97
184,98
184,99
184,100
184,101
184,102
185,103
186,104
186,105
186,106
186,107
187,108
187,109
187,110
187,111
187,112
187,113
187,114
187,115
187,116
187,117
187,118
187,119
187,120
187,121
188,122
188,123
188,124
188,125
188,126
188,127
188,128
188,129
188,130
188,131
188,132
189,133
189,134
189,135
189,136
189,137
189,138
189,139
189,140
189,141
189,142
189,143
189,144
189,145
189,146
189,147
189,148
189,149
189,150
189,151
189,152
189,153
189,154
189,155
189,156
189,157
189,158
189,159
189,160
189,161
189,162
189,163
189,164
189,165
189,166
189,167
189,168
189,169
189,170
189,171
189,172
189,173
189,174
189,175
189,176
189,177
189,178
189,179
189,180
189,181
189,182
189,183
190,184
190,185
190,186
190,187
190,188
190,189
190,190
190,191
190,192
190,193
190,194
190,195
190,196
190,197
190,198
190,199
190,200
190,201
190,202
190,203
190,204
190,205
190,206
190,207
191,208
191,209
191,210
191,211
191,212
191,213
191,214
191,215
191,216
191,217
191,218
191,219
191,220
191,221
191,222
191,223
191,224
191,225
191,226
191,227
191,228
191,229
191,230
191,231
191,232
191,233
191,234
191,235
191,236
191,237
191,238
191,239
191,240
191,241
191,242
191,243
191,244
191,245
191,246
191,247
191,248
191,249
191,250
191,251
191,252
191,253
191,254
191,255
191,256
191,257
191,258
191,259
191,260
192,261
192,262
192,263
192,264
192,265
192,266
192,267
192,268
192,269
192,270
192,271
192,272
192,273
192,274
192,275
192,276
192,277
192,278
192,279
192,280
192,281
192,282
192,283
192,284
192,285
192,286
192,287
192,288
192,289
192,290
192,291
192,292
192,293
192,294
192,295
192,296
192,297
192,298
192,299
192,300
192,301
192,302
192,303
193,304
193,305
193,306
193,307
193,308
193,309
193,310
193,311
193,312
193,313
193,314
193,315
193,316
193,317
193,318
193,319
193,320
193,321
197,322
197,323
197,324
197,325
198,326
198,327
198,328
201,329
201,330
201,331
201,332
201,333
208,334
208,335
208,336
209,337
209,338
210,339
210,340
210,341
210,342
210,343
211,344
211,345
211,346
211,347
211,348
214,349
216,350
216,351
216,352
231,353
231,354
238,355
260,356
262,357
262,358
262,359
262,360
262,361
263,362
269,363
270,364
285,365
300,366
300,367
301,368
301,369
306,370
307,371
307,372
307,373
330,374
330,375
340,376
344,377
344,378
345,379
345,380
345,381
345,382
369,383
369,384
390,385
390,386
