phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts,source_phase,series_id,display_label,evaluation_variant,source_kind,source_name,source_csv,policy_folder
train,epsilon,Epsilon Greedy,29,0,29,dec415cd45b7a15b0e8cab4e318817d30c2f41c16d3942c15c253134c5957aa9,7.976334504188998,7.976334504188998,112,out_of_road,False,False,False,True,False,False,collision,False,112,0.9770886470068944,0.9778326110000002,0.0691057968960732,0.0,0.0,112,49,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 82, ""epsilon_random"": 30}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,1,30,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,-37.09481508747012,-37.09481508747012,38,out_of_road,False,False,False,True,False,False,collision,False,38,0.4811406340013491,0.4814945139999995,0.3020921081892754,0.0,0.0,150,87,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 33, ""epsilon_random"": 5}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,2,31,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-7.063470441503995,-7.063470441503995,82,out_of_road,False,False,False,True,False,False,collision,False,82,0.7605310649960302,0.7558354859999996,0.4666040780749626,0.0,0.0,232,169,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 61, ""epsilon_random"": 21}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,3,32,a197f2faf98365e8e492b07b666e56392177285721fd134a7016dc2d1931ce99,-47.697338572503625,-47.697338572503625,29,out_of_road,False,False,False,True,False,False,collision,False,29,0.3067371960059972,0.3024012230000004,0.714453921749674,0.0,0.0,261,198,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 26, ""epsilon_random"": 3}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,4,33,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,-33.68592509027313,-33.68592509027313,73,out_of_road,False,False,False,True,False,False,collision,False,73,0.5754483780037845,0.5680081330000002,0.6924157301091576,0.0,0.0,334,271,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 65, ""epsilon_random"": 8}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,5,34,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,-20.278167684548936,-20.278167684548936,102,out_of_road,False,False,False,True,False,False,collision,False,102,0.8288591599994106,0.8293451000000012,0.6423662164084175,0.0,0.0,436,373,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 84, ""epsilon_random"": 18}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,6,35,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,-43.72529699222059,-43.72529699222059,32,out_of_road,False,False,False,True,False,False,collision,False,32,0.3644350319955265,0.360996235,0.770283377263695,0.0,0.0,468,405,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 27, ""epsilon_random"": 5}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,7,36,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-33.7086018346143,-33.7086018346143,41,out_of_road,False,False,False,True,False,False,collision,False,41,0.3700692220008932,0.3652446319999995,0.6073767690487751,0.0,0.0,509,446,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 36, ""epsilon_random"": 5}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,8,37,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,4.795196879013915,4.795196879013915,90,out_of_road,False,False,False,True,False,False,collision,False,90,0.8685624219942838,0.8643678520000009,0.7723429664762483,0.0,0.0,599,536,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 75, ""epsilon_random"": 15}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,29,9,38,7d68bf58fc27a3ab8e8bc67ffae1a9a0612c809013ce4008d78dcb7a11d31090,53.2604694299673,53.2604694299673,125,out_of_road,False,False,False,True,False,False,collision,False,125,1.0280566300061764,1.0276074190000006,0.7489945723712444,0.0,0.0,724,661,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 105, ""epsilon_random"": 20}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrivetest/metadrive_canonical_baselines/canonical_baselines_timed/seed_29/epsilon/all_episode_results.csv,
