phase,experiment,method,seed,episode,scenario_seed,initial_observation_sha256,env_reward,training_reward,steps,termination_reason,collision,crash_vehicle,crash_object,out_of_road,goal_reached,max_steps_reached,rmst_event_definition,rmst_event_observed,event_or_censor_time_steps,wall_time_seconds,cpu_time_seconds,average_loss,average_rnd_loss,average_rnd_bonus,replay_buffer_size,learn_steps,epsilon,rnd_beta,noisy_sigma_init,network_frozen,updates_during_test,action_source_counts,source_phase,series_id,display_label,evaluation_variant,source_kind,source_name,source_csv,policy_folder
train,epsilon,Epsilon Greedy,108,0,108,e51f546b6644183db5476ddd25a6ada5176b08a7e8908780ce7c1faebc5d881e,-47.71363467964334,-47.71363467964334,163,out_of_road,False,False,False,True,False,False,collision,False,163,1.1805185950070154,1.165720038,0.0095939814815028,0.0,0.0,163,100,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 132, ""epsilon_random"": 31}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,1,109,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-44.45994434332711,-44.45994434332711,89,out_of_road,False,False,False,True,False,False,collision,False,89,0.6376635350025026,0.6261544560000001,0.3067067552098266,0.0,0.0,252,189,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 67, ""epsilon_random"": 22}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,2,110,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,9.087539121238748,9.087539121238748,104,out_of_road,False,False,False,True,False,False,collision,False,104,1.1595997590047773,1.1481672549999995,0.3760261406619415,0.0,0.0,356,293,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 77, ""epsilon_random"": 27}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,3,111,afb0d373edb44cc865b2e61d03d24d7b342690bc15699578c2dae1e0dd7d569e,-10.705574472144312,-10.705574472144312,58,out_of_road,False,False,False,True,False,False,collision,False,58,0.6436737650074065,0.6369671760000006,0.4857620171367608,0.0,0.0,414,351,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 49, ""epsilon_random"": 9}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,4,112,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,16.91846678248413,16.91846678248413,83,collision,True,False,True,True,False,False,collision,True,83,0.6955403530009789,0.6851544569999994,0.5075967111680881,0.0,0.0,497,434,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 72, ""epsilon_random"": 11}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,5,113,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,45.88207139893579,45.88207139893579,158,out_of_road,False,False,False,True,False,False,collision,False,158,1.3615182229987113,1.3622961999999994,0.5367578964538967,0.0,0.0,655,592,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 115, ""epsilon_random"": 43}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,6,114,26b8e027650e3edaeb098b954dd6a5a53a2a9694123d959c6fc04ace4b67c1a7,34.55159039545792,34.55159039545792,124,out_of_road,False,False,False,True,False,False,collision,False,124,1.1185562540049432,1.1192282529999993,0.515661952356177,0.0,0.0,779,716,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 104, ""epsilon_random"": 20}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,7,115,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,13.887457228636876,13.887457228636876,95,collision,True,False,True,True,False,False,collision,True,95,0.6793733590020565,0.6797612279999985,0.5638100956615649,0.0,0.0,874,811,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 76, ""epsilon_random"": 19}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,8,116,fc6f2c8254ef4c2585b8bd7ed5bb373f2ccb0f93ee71c75f146402950d519cb4,5.533358342039264,5.533358342039264,83,collision,True,True,False,False,False,False,collision,True,83,0.5474737049953546,0.5477691730000007,0.4046785950840237,0.0,0.0,957,894,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 71, ""epsilon_random"": 12}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,9,117,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-44.20143717699905,-44.20143717699905,45,out_of_road,False,False,False,True,False,False,collision,False,45,0.4112916830054018,0.4115818620000002,0.4878455409573184,0.0,0.0,1002,939,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 29, ""epsilon_random"": 16}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,10,118,054531620c6ae3719907b9dfe50d56caf10f3819e9a181d774c9c9c80f501d14,-4.922139303584167,-4.922139303584167,73,out_of_road,False,False,False,True,False,False,collision,False,73,0.7911635210039094,0.791750231,0.5609915854587947,0.0,0.0,1075,1012,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 57, ""epsilon_random"": 16}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
train,epsilon,Epsilon Greedy,108,11,119,39d9368d55d29a1e0a45845149fa4dad9b16d277b5601c5fed372b9becd3bb53,-37.16632470533255,-37.16632470533255,32,out_of_road,False,False,False,True,False,False,collision,False,32,0.294007149990648,0.2942184090000008,0.6524674794636667,0.0,0.0,1107,1044,0.2,0.0,0.0,False,,"{""epsilon_argmax"": 27, ""epsilon_random"": 5}",train,epsilon,Epsilon Greedy,standard,baseline,epsilon,/home/karthik/Desktop/Karthikeya/genadv/metadrive_canonical_baselines_package/metadrive_canonical_baselines/canonical_baselines_timed/seed_108/epsilon/all_episode_results.csv,
