episode,cumulative_pools_created
122,1
122,2
122,3
122,4
122,5
122,6
122,7
122,8
122,9
122,10
122,11
122,12
122,13
122,14
122,15
122,16
122,17
122,18
122,19
122,20
122,21
122,22
122,23
122,24
122,25
122,26
122,27
122,28
122,29
122,30
122,31
122,32
122,33
123,34
124,35
125,36
126,37
127,38
127,39
130,40
133,41
133,42
133,43
133,44
133,45
133,46
133,47
133,48
133,49
133,50
133,51
133,52
133,53
134,54
134,55
134,56
134,57
134,58
134,59
134,60
134,61
134,62
134,63
134,64
134,65
134,66
134,67
134,68
134,69
134,70
134,71
134,72
134,73
134,74
134,75
134,76
134,77
134,78
134,79
134,80
134,81
134,82
134,83
134,84
134,85
134,86
134,87
134,88
134,89
134,90
134,91
134,92
134,93
134,94
134,95
134,96
135,97
135,98
136,99
136,100
136,101
137,102
137,103
137,104
137,105
137,106
137,107
137,108
137,109
137,110
137,111
137,112
137,113
137,114
137,115
137,116
137,117
137,118
137,119
137,120
137,121
137,122
137,123
137,124
137,125
137,126
137,127
137,128
137,129
138,130
138,131
138,132
138,133
138,134
138,135
138,136
138,137
138,138
138,139
138,140
138,141
138,142
138,143
138,144
138,145
138,146
138,147
138,148
138,149
138,150
138,151
138,152
138,153
139,154
142,155
144,156
145,157
145,158
145,159
145,160
145,161
145,162
145,163
145,164
145,165
145,166
145,167
145,168
145,169
145,170
145,171
145,172
145,173
145,174
145,175
145,176
145,177
145,178
145,179
145,180
145,181
145,182
145,183
145,184
145,185
145,186
145,187
145,188
145,189
145,190
145,191
145,192
145,193
146,194
146,195
146,196
146,197
146,198
146,199
146,200
146,201
146,202
146,203
146,204
146,205
146,206
146,207
146,208
146,209
146,210
146,211
146,212
146,213
146,214
146,215
146,216
146,217
146,218
146,219
146,220
146,221
146,222
146,223
146,224
146,225
146,226
146,227
146,228
146,229
146,230
146,231
146,232
146,233
146,234
146,235
147,236
147,237
148,238
149,239
150,240
150,241
150,242
150,243
150,244
150,245
150,246
150,247
150,248
150,249
150,250
150,251
150,252
150,253
150,254
150,255
150,256
150,257
150,258
150,259
150,260
150,261
150,262
150,263
150,264
151,265
151,266
151,267
151,268
151,269
151,270
151,271
151,272
151,273
151,274
151,275
151,276
151,277
151,278
151,279
151,280
151,281
151,282
151,283
151,284
151,285
151,286
151,287
151,288
151,289
151,290
151,291
151,292
151,293
151,294
151,295
151,296
151,297
151,298
152,299
154,300
154,301
154,302
155,303
155,304
155,305
155,306
155,307
155,308
155,309
155,310
155,311
155,312
155,313
155,314
156,315
156,316
156,317
156,318
156,319
156,320
156,321
156,322
156,323
156,324
156,325
156,326
156,327
156,328
156,329
157,330
157,331
158,332
158,333
158,334
158,335
158,336
158,337
158,338
158,339
158,340
158,341
158,342
158,343
158,344
158,345
158,346
158,347
158,348
158,349
158,350
158,351
158,352
158,353
158,354
158,355
158,356
158,357
158,358
158,359
158,360
158,361
158,362
158,363
158,364
158,365
158,366
158,367
158,368
158,369
158,370
158,371
158,372
158,373
159,374
159,375
159,376
159,377
159,378
159,379
159,380
159,381
159,382
159,383
159,384
159,385
159,386
159,387
159,388
159,389
159,390
159,391
159,392
159,393
159,394
159,395
159,396
159,397
159,398
159,399
159,400
159,401
159,402
159,403
159,404
159,405
159,406
159,407
159,408
159,409
159,410
159,411
159,412
159,413
159,414
159,415
160,416
160,417
160,418
160,419
160,420
160,421
160,422
160,423
160,424
160,425
160,426
160,427
160,428
160,429
160,430
160,431
160,432
160,433
160,434
160,435
160,436
160,437
160,438
160,439
160,440
160,441
160,442
160,443
160,444
160,445
160,446
160,447
160,448
160,449
160,450
160,451
160,452
161,453
161,454
161,455
161,456
161,457
161,458
161,459
161,460
161,461
161,462
161,463
161,464
161,465
161,466
161,467
161,468
161,469
161,470
161,471
161,472
161,473
161,474
161,475
161,476
161,477
161,478
161,479
161,480
161,481
161,482
162,483
162,484
162,485
162,486
162,487
163,488
164,489
164,490
164,491
164,492
164,493
164,494
164,495
164,496
164,497
164,498
164,499
164,500
